unique,name,model,price,favorite,likes,summary,horsepower,max_speed,acceleration_secs,drive,body,image1,image2,make_id
31,911 GT3,GT3 Models,"$143,600.00",FALSE,0,"Flaunting a huge rear wing, giant air intakes, and fender-filling wheels and tires, there’s no mistaking the 911 GT3 for anything but the track-ready racer it is. This image continues inside, where black leather seating and GT3 logos abound. Its 500-hp 4.0-liter flat-six howls to a 9000-rpm redline; the rear wheels are driven through a seven-speed dual-clutch automatic transmission or an optional six-speed manual. A tweaked, more powerful model is on the way for 2019.",500,198,3.8,RWD,coupe,https://files1.porsche.com/filestore/image/multimedia/none/991-2nd-gt3-modelimage-sideshot/thumbwhite/76abaf2c-df24-11e6-8503-0019999cd470;/porsche-thumbwhite.jpg,https://files1.porsche.com/filestore/image/multimedia/none/991-2nd-gt3-detail-concept-idea-xle/preview/fc16e9ba-df1d-11e6-8503-0019999cd470;/porsche-preview.jpg,1
32,911 GT3 RS,GT3 Models,"$187,500.00",FALSE,0,"Flaunting a huge rear wing, giant air intakes, and fender-filling wheels and tires, there’s no mistaking the 911 GT3 for anything but the track-ready racer it is. This image continues inside, where black leather seating and GT3 logos abound. Its 500-hp 4.0-liter flat-six howls to a 9000-rpm redline; the rear wheels are driven through a seven-speed dual-clutch automatic transmission or an optional six-speed manual. A tweaked, more powerful model is on the way for 2019.",520,193,3,RWD,coupe,https://files1.porsche.com/filestore/image/multimedia/none/991-2nd-gt3-rs-modelimage-sideshot/thumbwhite/da4b3b42-17dc-11e8-bbc5-0019999cd470;/porsche-thumbwhite.jpg,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-modelseries-911gt3-991-2nd-intro-03/normal/f2b81ac7-f7a3-11e7-bbc5-0019999cd470;;/porsche-normal.jpg,1
33,911 GT2 RS,GT2 RS,"$293,200.00",FALSE,0,"Flaunting a huge rear wing, giant air intakes, and fender-filling wheels and tires, there’s no mistaking the 911 GT3 for anything but the track-ready racer it is. This image continues inside, where black leather seating and GT3 logos abound. Its 500-hp 4.0-liter flat-six howls to a 9000-rpm redline; the rear wheels are driven through a seven-speed dual-clutch automatic transmission or an optional six-speed manual. A tweaked, more powerful model is on the way for 2019.",690,211,2.7,RWD,coupe,https://files1.porsche.com/filestore/image/multimedia/none/991-2nd-gt2-rs-modelimage-sideshot/thumbwhite/ed0a4845-451d-11e7-bfe2-0019999cd470;/porsche-thumbwhite.jpg,https://files1.porsche.com/filestore/image/multimedia/none/991-2nd-gt2-rs-modelimage-sideshot/model/ed0a4842-451d-11e7-bfe2-0019999cd470;/porsche-model.png,1
34,Panamera,Panamera Models,"$86,300.00",FALSE,0,"No matter what you think about the Panamera’s styling, its dynamic abilities are beyond question. The base engine is a 330-hp turbocharged 3.0-liter V-6 with rear-wheel drive and an eight-speed automatic; all-wheel drive is optional and enables an upgrade to the 440-hp twin-turbo 2.9-liter V-6, in which we ran a zero-to-60 time of 3.6 seconds. A 462-hp hybrid is also available and offers electric-only driving. A 12.3-inch touchscreen in the center of the dash controls the infotainment.",330,164,5.4,RWD,coupe,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-970-g2-v6-modelimage-sideshot/thumbwhite/f27fafc0-a6a8-11e6-be88-0019999cd470;/porsche-thumbwhite.jpg,https://pics.porsche.com/rtt/iris?COSY-EU-100-17116bXqc6eP3Hi1qwT9HcnyInrHKxJTTPE3kUWFYRpwY4ENAXfUko69AFcLw1QjZoYn47uPi60JemN%25nB5HcnPWf7KYTEGLT0r6hCQ27Tug0l97ghVPO%2501bzOHiinLw9hwIfJqeP3Mrh0QVm3M4A4qJ5X2EGeFllGppBWTds0Y4wqX0x5%254xUlSThpjsC7NQXvVb0CZr3Oz%25TUmC1r8wf4EP3qk6aeuwK,1
35,Panamera 4,Panamera Models,"$90,900.00",FALSE,0,"No matter what you think about the Panamera’s styling, its dynamic abilities are beyond question. The base engine is a 330-hp turbocharged 3.0-liter V-6 with rear-wheel drive and an eight-speed automatic; all-wheel drive is optional and enables an upgrade to the 440-hp twin-turbo 2.9-liter V-6, in which we ran a zero-to-60 time of 3.6 seconds. A 462-hp hybrid is also available and offers electric-only driving. A 12.3-inch touchscreen in the center of the dash controls the infotainment.",330,162,5.2,AWD,suv,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-970-g2-4-modelimage-sideshot/thumbwhite/f27fafc0-a6a8-11e6-be88-0019999cd470;/porsche-thumbwhite.jpg,https://files1.porsche.com/filestore/galleryimagerwd/multimedia/none/970-g2-tu-gallery-interior-01/zoom2/519a65ec-fd4a-11e8-8373-0019999cd470;sP/porsche-zoom2.jpg,1
36,Panamera 4 Sport Turismo,Panamera Models,"$97,100.00",FALSE,0,"No matter what you think about the Panamera’s styling, its dynamic abilities are beyond question. The base engine is a 330-hp turbocharged 3.0-liter V-6 with rear-wheel drive and an eight-speed automatic; all-wheel drive is optional and enables an upgrade to the 440-hp twin-turbo 2.9-liter V-6, in which we ran a zero-to-60 time of 3.6 seconds. A 462-hp hybrid is also available and offers electric-only driving. A 12.3-inch touchscreen in the center of the dash controls the infotainment.",330,160,5.2,AWD,suv,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-970-g2-4-st-modelimage-sideshot/thumbwhite/b7ae91a5-fe6c-11e6-8503-0019999cd470;/porsche-thumbwhite.jpg,https://files1.porsche.com/filestore/galleryimagerwd/multimedia/none/970-g2-tu-gallery-interior-05/zoom2/227af1e2-fd4b-11e8-8373-0019999cd470;sP/porsche-zoom2.jpg,1
37,Panamera 4 Executive,Panamera Models,"$97,600.00",FALSE,0,"No matter what you think about the Panamera’s styling, its dynamic abilities are beyond question. The base engine is a 330-hp turbocharged 3.0-liter V-6 with rear-wheel drive and an eight-speed automatic; all-wheel drive is optional and enables an upgrade to the 440-hp twin-turbo 2.9-liter V-6, in which we ran a zero-to-60 time of 3.6 seconds. A 462-hp hybrid is also available and offers electric-only driving. A 12.3-inch touchscreen in the center of the dash controls the infotainment.",330,162,5.3,AWD,suv,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-970-g2-4-e-modelimage-sideshot/thumbwhite/4f6136a1-a6a9-11e6-be88-0019999cd470;/porsche-thumbwhite.jpg,https://pics.porsche.com/rtt/iris?COSY-EU-100-17116bXqc6eP3Hi1qwT9HcnyInrHKxJTTPE3kUWFYRpwY4ENpWfUko69AFcLw1QjZoYn47uPi60E8mN%25nBXHcnPWf7KosEGLydr6hCQ27Tug0l97ghVPO%2501bzOHiinLw9hwIfJqeP3Mrh0QVm3M4A4qJ5X2EGeFllGppBWTds0Y4wqX0x5%254xUlSThpjsC7NQXvVb0CZr3Oz%25TUmC1r8wf4EP3qk6aeuwK,1
38,Panamera 4S,Panamera Models,"$104,000.00",FALSE,0,"No matter what you think about the Panamera’s styling, its dynamic abilities are beyond question. The base engine is a 330-hp turbocharged 3.0-liter V-6 with rear-wheel drive and an eight-speed automatic; all-wheel drive is optional and enables an upgrade to the 440-hp twin-turbo 2.9-liter V-6, in which we ran a zero-to-60 time of 3.6 seconds. A 462-hp hybrid is also available and offers electric-only driving. A 12.3-inch touchscreen in the center of the dash controls the infotainment.",440,179,4.2,AWD,suv,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-970-g2-4s-modelimage-sideshot/thumbwhite/c04dc303-970d-11e6-9f1b-0019999cd470;/porsche-thumbwhite.jpg,https://pics.porsche.com/rtt/iris?COSY-EU-100-17116bXqc6eP3Hi1qwT9HcnyInrHKxJTTPE3kUWFYRpwY4ENATnUko69AFcLw1QjZoYn47uPi60JemN%25nB5HcnPWf7KYTEGLTBr6hCQ27Tug0l97ghVPO%2501bzOHiinLw9hwIfJqeP3Mrh0QVm3M4A4qJ5X2EGeFllGppBWTds0Y4wqX0x5%254xUlSThpjsC7NQXvVb0CZr3Oz%25TUmC1r8wf4EP3qk6aeuwK,1
39,Panamera 4S SportTurismo,Panamera Models,"$110,200.00",FALSE,0,"No matter what you think about the Panamera’s styling, its dynamic abilities are beyond question. The base engine is a 330-hp turbocharged 3.0-liter V-6 with rear-wheel drive and an eight-speed automatic; all-wheel drive is optional and enables an upgrade to the 440-hp twin-turbo 2.9-liter V-6, in which we ran a zero-to-60 time of 3.6 seconds. A 462-hp hybrid is also available and offers electric-only driving. A 12.3-inch touchscreen in the center of the dash controls the infotainment.",440,177,4.2,AWD,suv,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-970-g2-4s-st-modelimage-sideshot/thumbwhite/dc42f2e5-fe6c-11e6-8503-0019999cd470;/porsche-thumbwhite.jpg,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-modelseries-panamera-intro-07/normal/9da938aa-aa61-11e7-b591-0019999cd470;;/porsche-normal.jpg,1
40,Panamera 4S Executive,Panamera Models,"$115,300.00",FALSE,0,"No matter what you think about the Panamera’s styling, its dynamic abilities are beyond question. The base engine is a 330-hp turbocharged 3.0-liter V-6 with rear-wheel drive and an eight-speed automatic; all-wheel drive is optional and enables an upgrade to the 440-hp twin-turbo 2.9-liter V-6, in which we ran a zero-to-60 time of 3.6 seconds. A 462-hp hybrid is also available and offers electric-only driving. A 12.3-inch touchscreen in the center of the dash controls the infotainment.",440,179,4.3,AWD,suv,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-970-g2-4s-e-modelimage-sideshot/thumbwhite/14394ae0-a6a9-11e6-be88-0019999cd470;/porsche-thumbwhite.jpg,https://files1.porsche.com/filestore/galleryimagerwd/multimedia/none/970-g2-tu-gallery-interior-03/zoom2/b8a86f8e-fd4a-11e8-8373-0019999cd470;sP/porsche-zoom2.jpg,1
41,Panamera GTS,Panamera GTS  Models,"$128,300.00",FALSE,0,"No matter what you think about the Panamera’s styling, its dynamic abilities are beyond question. The base engine is a 330-hp turbocharged 3.0-liter V-6 with rear-wheel drive and an eight-speed automatic; all-wheel drive is optional and enables an upgrade to the 440-hp twin-turbo 2.9-liter V-6, in which we ran a zero-to-60 time of 3.6 seconds. A 462-hp hybrid is also available and offers electric-only driving. A 12.3-inch touchscreen in the center of the dash controls the infotainment.",453,181,3.9,AWD,suv,https://files1.porsche.com/filestore/image/multimedia/none/970-g2-gts-modelimage-sideshot/thumbwhite/49d9a5dd-c64c-11e8-81d2-0019999cd470;/porsche-thumbwhite.jpg,https://files1.porsche.com/filestore/image/multimedia/en-us/970-g2-gts-editorial-xl/normal/84170c8f-d08c-11e8-81d2-0019999cd470;sB/porsche-normal.jpg,1
42,Panamera GTS Sport Turismo,Panamera GTS  Models,"$134,500.00",FALSE,0,"No matter what you think about the Panamera’s styling, its dynamic abilities are beyond question. The base engine is a 330-hp turbocharged 3.0-liter V-6 with rear-wheel drive and an eight-speed automatic; all-wheel drive is optional and enables an upgrade to the 440-hp twin-turbo 2.9-liter V-6, in which we ran a zero-to-60 time of 3.6 seconds. A 462-hp hybrid is also available and offers electric-only driving. A 12.3-inch touchscreen in the center of the dash controls the infotainment.",453,179,3.9,AWD,suv,https://files1.porsche.com/filestore/image/multimedia/none/970-g2-gts-st-modelimage-sideshot/thumbwhite/8a7dbffd-cad0-11e8-81d2-0019999cd470;/porsche-thumbwhite.jpg,https://files1.porsche.com/filestore/image/multimedia/en-us/970-g2-gts-st-editorial-l/normal/d2a622e5-d08b-11e8-81d2-0019999cd470;sK/porsche-normal.jpg,1
43,Panamera Turbo,Panamera Turbo Models,"$151,500.00",FALSE,0,"No matter what you think about the Panamera’s styling, its dynamic abilities are beyond question. The base engine is a 330-hp turbocharged 3.0-liter V-6 with rear-wheel drive and an eight-speed automatic; all-wheel drive is optional and enables an upgrade to the 440-hp twin-turbo 2.9-liter V-6, in which we ran a zero-to-60 time of 3.6 seconds. A 462-hp hybrid is also available and offers electric-only driving. A 12.3-inch touchscreen in the center of the dash controls the infotainment.",550,190,3.6,AWD,suv,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-970-g2-tu-modelimage-sideshot/thumbwhite/a60fee95-a81d-11e6-be88-0019999cd470;/porsche-thumbwhite.jpg,https://pics.porsche.com/rtt/iris?COSY-EU-100-17116bXqc6eP3Hi1qwT9HcnyInrHKxJTTPE3kUWFYRpwY4ENAHjUko69AFcLw1QjZoYn47uPi60E8mN%25nBhHcnPWf7KXlEGLyLr6uerVN9jfsU%257yxz1M%25xj3BRLzueXRqhhZYoMjo5Jm6vBC2Njzs3wC2kak6mcEUSPvn11PbbgI7lVziko6EzFcLkFW1T7jbGVf%25dsE83ezf0NCRXL7WwfuNKoJkSBC6Q9rvyoO,1
44,Panamera Turbo Sport Turismo,Panamera Turbo Models,"$155,500.00",FALSE,0,"No matter what you think about the Panamera’s styling, its dynamic abilities are beyond question. The base engine is a 330-hp turbocharged 3.0-liter V-6 with rear-wheel drive and an eight-speed automatic; all-wheel drive is optional and enables an upgrade to the 440-hp twin-turbo 2.9-liter V-6, in which we ran a zero-to-60 time of 3.6 seconds. A 462-hp hybrid is also available and offers electric-only driving. A 12.3-inch touchscreen in the center of the dash controls the infotainment.",440,177,4.2,AWD,suv,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-970-g2-tu-st-modelimage-sideshot/thumbwhite/8f4579e5-fe6c-11e6-8503-0019999cd470;/porsche-thumbwhite.jpg,https://pics.porsche.com/rtt/iris?COSY-EU-100-17116bXqc6eP3Hi1qwT9HcnyInrHKxJTTPE3kUWFYRpwY4ENpHjUko69AFcLw1QjZoYn47uPi60E8mN%25nBhHcnPWf7KosEGLyLr6uerVN9jfsU%257yxz1M%25xj3BRLzueXRqhhZYoMjo5Jm6vBC2Njzs3wC2kak6mcEUSPvn11PbbgI7lVziko6EzFcLkHW1T7jbGVf%25dsE83ezf0NCRXL7WwfuNKoJkSBC6Q9rvyoO,1
45,Panamera Turbo Executive,Panamera Turbo Models,"$161,900.00",FALSE,0,"No matter what you think about the Panamera’s styling, its dynamic abilities are beyond question. The base engine is a 330-hp turbocharged 3.0-liter V-6 with rear-wheel drive and an eight-speed automatic; all-wheel drive is optional and enables an upgrade to the 440-hp twin-turbo 2.9-liter V-6, in which we ran a zero-to-60 time of 3.6 seconds. A 462-hp hybrid is also available and offers electric-only driving. A 12.3-inch touchscreen in the center of the dash controls the infotainment.",550,190,3.7,AWD,suv,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-970-g2-tu-e-modelimage-sideshot/thumbwhite/b5eb91a1-a6a8-11e6-be88-0019999cd470;/porsche-thumbwhite.jpg,https://pics.porsche.com/rtt/iris?COSY-EU-100-17116bXqc6eP3Hi1qwT9HcnyInrHKxJTTPE3kUWFYRpwY4ENpHjUko69AFcLw1QjZoYn47uPi60JemN%25nB5HcnPWf7KosEGLyLr6uerVN9jfsU%257yxz1M%25xj3BRLzueXRqhhZYoMjo5Jm6vBC2Njzs3wC2kak6mcEUSPvn11PbbgI7lVziko6EzFcLkHW1T7jbGVf%25dsE83ezf0NCRXL7WwfuNKoJkSBC6Q9rvyoO,1
46,Panamera 4 E-Hybrid,Panamera E-Hybrid Models,"$102,900.00",FALSE,0,"No matter what you think about the Panamera’s styling, its dynamic abilities are beyond question. The base engine is a 330-hp turbocharged 3.0-liter V-6 with rear-wheel drive and an eight-speed automatic; all-wheel drive is optional and enables an upgrade to the 440-hp twin-turbo 2.9-liter V-6, in which we ran a zero-to-60 time of 3.6 seconds. A 462-hp hybrid is also available and offers electric-only driving. A 12.3-inch touchscreen in the center of the dash controls the infotainment.",330,172,4.4,AWD,coupe,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-970-g2-4hy-modelimage-sideshot/thumbwhite/c8f9d937-a81c-11e6-be88-0019999cd470;/porsche-thumbwhite.jpg,https://files1.porsche.com/filestore/galleryimagerwd/multimedia/none/970-g2-4-e-hy-st-gallery-outdoor-04/zoom2/d0042005-fdce-11e6-8503-0019999cd470;sK/porsche-zoom2.jpg,1
47,Panamera 4 E-Hybrid Sport Turismo,Panamera E-Hybrid Models,"$106,900.00",FALSE,0,"No matter what you think about the Panamera’s styling, its dynamic abilities are beyond question. The base engine is a 330-hp turbocharged 3.0-liter V-6 with rear-wheel drive and an eight-speed automatic; all-wheel drive is optional and enables an upgrade to the 440-hp twin-turbo 2.9-liter V-6, in which we ran a zero-to-60 time of 3.6 seconds. A 462-hp hybrid is also available and offers electric-only driving. A 12.3-inch touchscreen in the center of the dash controls the infotainment.",330,170,4.4,AWD,suv,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-970-g2-4-e-hy-st-modelimage-sideshot/thumbwhite/304cbe23-fe6d-11e6-8503-0019999cd470;/porsche-thumbwhite.jpg,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-970-g2-4-e-hy-st-editorial-xl/normal/20542934-4dde-11e8-bbc5-0019999cd470;sB/porsche-normal.jpg,1
48,Panamera 4 E-Hybrid Executive,Panamera E-Hybrid Models,"$107,400.00",FALSE,0,"No matter what you think about the Panamera’s styling, its dynamic abilities are beyond question. The base engine is a 330-hp turbocharged 3.0-liter V-6 with rear-wheel drive and an eight-speed automatic; all-wheel drive is optional and enables an upgrade to the 440-hp twin-turbo 2.9-liter V-6, in which we ran a zero-to-60 time of 3.6 seconds. A 462-hp hybrid is also available and offers electric-only driving. A 12.3-inch touchscreen in the center of the dash controls the infotainment.",330,172,4.5,AWD,sport,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-970-g2-4-e-hy-e-modelimage-sideshot/thumbwhite/34609da0-a6a9-11e6-be88-0019999cd470;/porsche-thumbwhite.jpg,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-970-g2-4-e-hy-e-editorial-xl/normal/68264614-300a-11e7-9f74-0019999cd470;/porsche-normal.jpg,1
49,Panamera Turbo S E-Hybrid,Panamera E-Hybrid Models,"$186,200.00",FALSE,0,"No matter what you think about the Panamera’s styling, its dynamic abilities are beyond question. The base engine is a 330-hp turbocharged 3.0-liter V-6 with rear-wheel drive and an eight-speed automatic; all-wheel drive is optional and enables an upgrade to the 440-hp twin-turbo 2.9-liter V-6, in which we ran a zero-to-60 time of 3.6 seconds. A 462-hp hybrid is also available and offers electric-only driving. A 12.3-inch touchscreen in the center of the dash controls the infotainment.",550,192,3.3,AWD,sport,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-970-g2-tus-e-hy-modelimage-sideshot/thumbwhite/983560fb-f368-11e6-8503-0019999cd470;/porsche-thumbwhite.jpg,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-970-g2-tus-e-hy-e-editorial-xl/normal/ec907716-4ddd-11e8-bbc5-0019999cd470;sB/porsche-normal.jpg,1
50,Panamera Turbo S E-Hybrid Executive,Panamera E-Hybrid Models,"$196,600.00",FALSE,0,"No matter what you think about the Panamera’s styling, its dynamic abilities are beyond question. The base engine is a 330-hp turbocharged 3.0-liter V-6 with rear-wheel drive and an eight-speed automatic; all-wheel drive is optional and enables an upgrade to the 440-hp twin-turbo 2.9-liter V-6, in which we ran a zero-to-60 time of 3.6 seconds. A 462-hp hybrid is also available and offers electric-only driving. A 12.3-inch touchscreen in the center of the dash controls the infotainment.",550,192,3.3,AWD,sport,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-970-g2-tus-e-hy-e-modelimage-sideshot/thumbwhite/a53ea8bb-f368-11e6-8503-0019999cd470;/porsche-thumbwhite.jpg,https://files1.porsche.com/filestore/galleryimagerwd/multimedia/none/970-g2-4-e-hy-st-gallery-outdoor-03/zoom2/d999e925-fdcd-11e6-8503-0019999cd470;sR/porsche-zoom2.jpg,1
51,The new Panamera Turbo S E-Hybrid Sport Turismo,Panamera E-Hybrid Models,"$190,200.00",FALSE,0,"No matter what you think about the Panamera’s styling, its dynamic abilities are beyond question. The base engine is a 330-hp turbocharged 3.0-liter V-6 with rear-wheel drive and an eight-speed automatic; all-wheel drive is optional and enables an upgrade to the 440-hp twin-turbo 2.9-liter V-6, in which we ran a zero-to-60 time of 3.6 seconds. A 462-hp hybrid is also available and offers electric-only driving. A 12.3-inch touchscreen in the center of the dash controls the infotainment.",550,192,3.2,AWD,sport,https://files1.porsche.com/filestore/image/multimedia/none/970-g2-tus-e-hy-st-modelimage-sideshot/thumbwhite/3fc498ca-9e07-11e7-b591-0019999cd470;/porsche-thumbwhite.jpg,https://files1.porsche.com/filestore/galleryimagerwd/multimedia/none/970-g2-4hy-gallery-exterior-10/zoom2/b90024ec-75d1-11e6-9a3c-0019999cd470;sP/porsche-zoom2.jpg,1
52,The New Macan S,2019 Macan,"$58,600.00",FALSE,0,"With the incredibly engaging Macan, Porsche proves that a crossover can drive like a sports car. Its spellbinding performance and unflappable poise are the primary reasons we named the 2018 model to our 10Best Trucks and SUVs list. Underneath its curvaceous shell are two available engines—a base 248-hp turbocharged four-cylinder and a turbocharged V-6 making 348 horsepower in the S model. Every Macan is equipped with a seven-speed automatic transmission and all-wheel drive. Sure, some competitors are more affordable and practical, but they don't cast a spell on their drivers in the same way that the Porsche does. It truly sets the bar for what crossovers can be.",348,157,5.1,AWD,sport,https://files1.porsche.com/filestore/galleryimagerwd/multimedia/none/pa-r4-modelseries-s-galleryimage-03/zoom2/268736d1-f7c5-11e8-8373-0019999cd470;sK/porsche-zoom2.jpg,https://files1.porsche.com/filestore/wallpaper/multimedia/none/pa-r4-model-series-wallpaper-02/wallpaper/152b7d68-8f4e-11e8-8d30-0019999cd470;sM;l63680108694;w1920;h1080/porsche-wallpaper.jpg,1
53,The New Macan,2019 Macan,"$49,900.00",FALSE,0,"With the incredibly engaging Macan, Porsche proves that a crossover can drive like a sports car. Its spellbinding performance and unflappable poise are the primary reasons we named the 2018 model to our 10Best Trucks and SUVs list. Underneath its curvaceous shell are two available engines—a base 248-hp turbocharged four-cylinder and a turbocharged V-6 making 348 horsepower in the S model. Every Macan is equipped with a seven-speed automatic transmission and all-wheel drive. Sure, some competitors are more affordable and practical, but they don't cast a spell on their drivers in the same way that the Porsche does. It truly sets the bar for what crossovers can be.",248,141,6.3,AWD,sport,https://files1.porsche.com/filestore/image/multimedia/none/pa-r4-modelimage-sideshot/thumbwhite/51d60409-8f3f-11e8-8d30-0019999cd470;/porsche-thumbwhite.jpg,https://files1.porsche.com/filestore/galleryimagerwd/multimedia/none/pa-r4-modelseries-s-galleryimage-07/zoom2/a5bf7391-f7c5-11e8-8373-0019999cd470;sP/porsche-zoom2.jpg,1
54,Macan,2018 Macan,"$47,800.00",FALSE,0,"With the incredibly engaging Macan, Porsche proves that a crossover can drive like a sports car. Its spellbinding performance and unflappable poise are the primary reasons we named the 2018 model to our 10Best Trucks and SUVs list. Underneath its curvaceous shell are two available engines—a base 248-hp turbocharged four-cylinder and a turbocharged V-6 making 348 horsepower in the S model. Every Macan is equipped with a seven-speed automatic transmission and all-wheel drive. Sure, some competitors are more affordable and practical, but they don't cast a spell on their drivers in the same way that the Porsche does. It truly sets the bar for what crossovers can be.",252,142,6.3,AWD,sport,https://files1.porsche.com/filestore/image/multimedia/none/rd-2013-po-416-r4-modelimage-sideshot/thumbwhite/996d5bc7-8a55-11e8-8d30-0019999cd470;/porsche-thumbwhite.jpg,https://files1.porsche.com/filestore/galleryimagerwd/multimedia/none/rd-2013-po-416-s-gallery-exterior-08/zoom2/9558eb3c-4aed-11e3-bd76-001a64c55f5c;sR/porsche-zoom2.jpg,1
55,Macan Sport Edition,2018 Macan,"$61,100.00",FALSE,0,"With the incredibly engaging Macan, Porsche proves that a crossover can drive like a sports car. Its spellbinding performance and unflappable poise are the primary reasons we named the 2018 model to our 10Best Trucks and SUVs list. Underneath its curvaceous shell are two available engines—a base 248-hp turbocharged four-cylinder and a turbocharged V-6 making 348 horsepower in the S model. Every Macan is equipped with a seven-speed automatic transmission and all-wheel drive. Sure, some competitors are more affordable and practical, but they don't cast a spell on their drivers in the same way that the Porsche does. It truly sets the bar for what crossovers can be.",252,142,6.1,AWD,sport,https://files1.porsche.com/filestore/image/multimedia/none/po-416-se-modelimage-sideshot/thumbwhite/232c151a-154c-11e8-bbc5-0019999cd470;/porsche-thumbwhite.jpg,https://files1.porsche.com/filestore/galleryimagerwd/multimedia/none/rd-2013-po-416-s-gallery-exterior-18/zoom2/a320b82f-4aed-11e3-bd76-001a64c55f5c;sP/porsche-zoom2.jpg,1
56,Macan S,2018 Macan,"$55,400.00",FALSE,0,"With the incredibly engaging Macan, Porsche proves that a crossover can drive like a sports car. Its spellbinding performance and unflappable poise are the primary reasons we named the 2018 model to our 10Best Trucks and SUVs list. Underneath its curvaceous shell are two available engines—a base 248-hp turbocharged four-cylinder and a turbocharged V-6 making 348 horsepower in the S model. Every Macan is equipped with a seven-speed automatic transmission and all-wheel drive. Sure, some competitors are more affordable and practical, but they don't cast a spell on their drivers in the same way that the Porsche does. It truly sets the bar for what crossovers can be.",340,156,5.2,AWD,sport,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-po-416-s-modelimage-sideshot/thumbwhite/74149c39-8a5a-11e8-8d30-0019999cd470;/porsche-thumbwhite.jpg,https://files1.porsche.com/filestore/galleryimagerwd/multimedia/none/rd-2013-po-416-s-gallery-exterior-23/zoom2/8184b704-9ac2-11e6-9f1b-0019999cd470;sP/porsche-zoom2.jpg,1
57,Macan GTS,Macan GTS,"$68,900.00",FALSE,0,"With the incredibly engaging Macan, Porsche proves that a crossover can drive like a sports car. Its spellbinding performance and unflappable poise are the primary reasons we named the 2018 model to our 10Best Trucks and SUVs list. Underneath its curvaceous shell are two available engines—a base 248-hp turbocharged four-cylinder and a turbocharged V-6 making 348 horsepower in the S model. Every Macan is equipped with a seven-speed automatic transmission and all-wheel drive. Sure, some competitors are more affordable and practical, but they don't cast a spell on their drivers in the same way that the Porsche does. It truly sets the bar for what crossovers can be.",360,159,5,AWD,sport,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-po-416-gts-modelimage-sideshot/thumbwhite/72d858ad-970c-11e6-9f1b-0019999cd470;/porsche-thumbwhite.jpg,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-modelseries-macangts-editorial-l/normal/34ff9424-8fc9-11e6-9f1b-0019999cd470;sL/porsche-normal.jpg,1
58,Macan Turbo ,Macan Turbo Models,"$77,200.00",FALSE,0,"With the incredibly engaging Macan, Porsche proves that a crossover can drive like a sports car. Its spellbinding performance and unflappable poise are the primary reasons we named the 2018 model to our 10Best Trucks and SUVs list. Underneath its curvaceous shell are two available engines—a base 248-hp turbocharged four-cylinder and a turbocharged V-6 making 348 horsepower in the S model. Every Macan is equipped with a seven-speed automatic transmission and all-wheel drive. Sure, some competitors are more affordable and practical, but they don't cast a spell on their drivers in the same way that the Porsche does. It truly sets the bar for what crossovers can be.",400,164,4.6,AWD,sport,https://files1.porsche.com/filestore/image/multimedia/none/jdp-2016-po-416-tu-modelimage-sideshot/thumbwhite/9571c396-970c-11e6-9f1b-0019999cd470;/porsche-thumbwhite.jpg,https://files1.porsche.com/filestore/galleryimagerwd/multimedia/none/rd-2013-po-416-s-gallery-interior-06/zoom2/5edd4e1a-d6f7-11e5-b8f1-0019999cd470;sP/porsche-zoom2.jpg,1
